month,date,low_yoy,moderate_yoy,middle_yoy,high_yoy
60,2005-01,NA,NA,NA,NA
61,2005-02,NA,NA,NA,NA
62,2005-03,NA,NA,NA,NA
63,2005-04,NA,NA,NA,NA
64,2005-05,NA,NA,NA,NA
65,2005-06,NA,NA,NA,NA
66,2005-07,NA,NA,NA,NA
67,2005-08,NA,NA,NA,NA
68,2005-09,NA,NA,NA,NA
69,2005-10,NA,NA,NA,NA
70,2005-11,NA,NA,NA,NA
71,2005-12,NA,NA,NA,NA
72,2006-01,0.835413503894224,0.660929952628386,0.884369273728149,0.691311845127321
73,2006-02,0.474220458176816,0.439504603520222,0.645448211132734,0.829674732172359
74,2006-03,0.548922834845651,0.396650197920337,0.526941464349644,0.802696874047437
75,2006-04,0.457980818062721,0.408809052788922,0.386229884767074,0.621735804210935
76,2006-05,-0.0605041329762426,0.404950622094328,0.58393459906849,0.505820302204002
77,2006-06,0.0187873712904703,0.338122772270559,0.420401391720913,0.557505709553466
78,2006-07,0.213458436166849,0.195344684955796,0.404375023374778,0.425976252227791
79,2006-08,0.339361340713056,0.157123929644467,0.279855041803198,0.414384926134145
80,2006-09,-0.00984922049993275,0.139174105703426,0.0897375086285721,0.249509449112838
81,2006-10,0.164387826581995,0.063385461270659,0.102503219153377,0.166263430453792
82,2006-11,-0.23127890541404,-0.0982656983860796,-0.0293228858349975,-0.097901629515903
83,2006-12,0.101768259080459,-0.0853571494006098,-0.0697854509178195,-0.111102806739809
84,2007-01,-0.178488027892944,0.0627165423998468,-0.115721089982818,0.0914843504845326
85,2007-02,-0.380391279608725,-0.184897276421372,-0.0786964662296952,-0.11732837906912
86,2007-03,-0.391480327652455,-0.422286742902852,-0.272187279171285,-0.206140479808585
87,2007-04,-0.51709875776822,-0.496802410157422,-0.307609160842204,-0.308421936063206
88,2007-05,-0.469408777226414,-0.500001112459244,-0.369179142194245,-0.338687017425311
89,2007-06,-0.685246526860629,-0.602038306126827,-0.393185051368656,-0.377501711528561
90,2007-07,-0.706820086114001,-0.551842725544017,-0.433563915069625,-0.333634403001716
91,2007-08,-0.780517023892813,-0.598937523310032,-0.459568630387157,-0.425875380901041
92,2007-09,-0.795585019620212,-0.729020610283296,-0.601839160223814,-0.562590316529096
93,2007-10,-0.778595366150152,-0.745009702132839,-0.582938288845495,-0.594517056764757
94,2007-11,-0.748749476052075,-0.749152912789624,-0.631647688588545,-0.572588470126722
95,2007-12,-0.8332235050224,-0.781758764573519,-0.730792840451087,-0.675732204749665
96,2008-01,-0.852751341408127,-0.783608075437244,-0.700984869414474,-0.691777174832964
97,2008-02,-0.833567952350593,-0.773370657995215,-0.682781885398194,-0.613258847571189
98,2008-03,-0.840104492037656,-0.768410429798208,-0.692890815982167,-0.707930064975857
99,2008-04,-0.842664274399622,-0.629319336089222,-0.635516237531864,-0.614487280420386
100,2008-05,-0.777956710117812,-0.786000197371699,-0.693580638723558,-0.646831195594593
101,2008-06,-0.778801109220863,-0.780958673537296,-0.701861994854233,-0.693199672048433
102,2008-07,-0.764453942200931,-0.734032445826863,-0.658469205621716,-0.725129981532514
103,2008-08,-0.690558683180335,-0.780916273376454,-0.730824110997731,-0.782007916055178
104,2008-09,-0.689076855767829,-0.686670824155789,-0.58985662981238,-0.644692951312967
105,2008-10,-0.671544415115888,-0.66158538894482,-0.649188086582112,-0.616292392903252
106,2008-11,-0.760481845035314,-0.795014895128371,-0.674559837777831,-0.672333153166855
107,2008-12,-0.807726172862891,-0.790864755018427,-0.565174120947811,-0.699185529180757
108,2009-01,-0.780372579366577,-0.730425194288097,-0.61498205766496,-0.622596448279081
109,2009-02,-0.314840821980674,-0.630669897251342,-0.559754134179575,-0.536875791309466
110,2009-03,-0.664826869989194,-0.584267366515342,-0.543867950079437,-0.438678032756665
111,2009-04,-0.524798803919965,-0.59253712422052,-0.592284964312239,-0.549070854884771
112,2009-05,-0.576991160381368,-0.611414938834754,-0.481676296463818,-0.572679616319752
113,2009-06,0.828898318616929,-0.37929305054026,-0.401878624251851,-0.466805480522045
114,2009-07,-0.696022260748161,-0.352377770076107,-0.374179130164224,-0.412559832960582
115,2009-08,-0.671495409216711,-0.414495354453803,-0.383978058677285,-0.340027975650865
116,2009-09,-0.735670555375305,-0.492242753603073,-0.33864375638053,-0.427455518160815
117,2009-10,-0.57041190667644,-0.533581891020295,-0.321537390931584,-0.422618391190995
118,2009-11,-0.310300664814697,0.140611327237713,-0.131789530350894,-0.286729958539998
119,2009-12,-0.255275114484437,0.820136277867077,-0.08111873946033,-0.157055177584254
120,2010-01,-0.208397428735938,0.0166265706954112,-0.152291333877945,-0.286574046690035
121,2010-02,-0.753406774010993,-0.170754159242214,-0.396542682657739,-0.522047490228161
122,2010-03,-0.0939491084210213,-0.359805947519859,-0.183314198239571,-0.452165970814103
123,2010-04,-0.471966453147967,-0.0928350815367235,-0.0815977740027707,-0.276287465886358
124,2010-05,-0.455023542831001,-0.0521307194504933,-0.220121324561503,-0.0392168984493202
125,2010-06,-0.692964170591785,-0.151836006957398,-0.296473391242385,-0.282021775897006
126,2010-07,0.108314295852421,-0.337863392219059,-0.244202306239036,-0.206309307908971
127,2010-08,0.144470701678136,0.148917544226802,-0.0394156357921907,0.0663100887581534
128,2010-09,0.635388954560373,0.377193912990267,0.17704424610913,0.591513314661565
129,2010-10,0.438050454571161,0.561198989713575,0.121888373781054,0.388351741261104
130,2010-11,1.04213189077073,0.116354217504885,0.208749353922268,0.495794184833562
131,2010-12,0.714891015368084,-0.28602501964919,0.296958088300916,0.718984855644879
132,2011-01,-0.219395689545207,0.862454387918114,0.224706163070836,0.426794511004904
133,2011-02,0.490380020623224,-0.394292613675268,0.219933804010007,0.353504075436903
134,2011-03,0.321415675074682,0.16502316942356,-0.039214957918846,0.40195090901626
135,2011-04,-0.0729720419696307,-0.424406797305186,0.0854484081093487,0.0742157919786712
136,2011-05,0.0534942025618157,0.331213633568034,0.357617348558069,-0.0332010141273587
137,2011-06,0.451558565400362,-0.110230815293417,0.10060441294428,0.253558338452108
138,2011-07,2.2716083578997,0.308745889598968,0.148480762508982,-0.0410523361971277
139,2011-08,0.435930708642047,-0.0364547174560205,0.374799721235198,0.106673692237047
140,2011-09,0.622594961493278,-0.071105102491658,-0.0341604995680431,-0.132712726915142
141,2011-10,-0.373575357155875,0.195402440495383,0.281444763248166,0.29732440120228
142,2011-11,-0.561171682040252,0.221369567657627,-0.0300043114180482,-0.0376899530831387
143,2011-12,0.821746697622461,-0.165201577484987,-0.0354643279755448,-0.00315286891601696
144,2012-01,0.0970286771250557,-0.419189840081815,0.0878869256198398,0.0589134650379208
145,2012-02,0.195759293946911,1.05042013352329,0.233371342633032,0.407056926232892
146,2012-03,-0.429446620251059,1.01223221621969,0.574912135269992,0.493088913164603
147,2012-04,4.02911180741767,0.987774854256037,0.596791019370042,0.822266441341929
148,2012-05,1.59501132092922,0.467037500652125,0.430372540894886,0.797754516100456
149,2012-06,-0.534600527123245,0.614935384505892,0.596149418187555,0.68019922419568
150,2012-07,-0.522910333991409,0.322463513261284,0.358217859440295,1.06801499918915
151,2012-08,0.0670883175508701,0.373433791206437,0.0695497243080818,0.549836825748324
152,2012-09,-0.186514033803406,0.313244752077951,-0.0164988437006589,0.250325692646847
153,2012-10,0.89554476215559,0.28717154369325,0.230049972626111,0.338642561086987
154,2012-11,1.0783935943951,-0.0639977519239857,0.514766242030885,0.601186114871939
155,2012-12,-0.432408182193949,0.263388722553497,0.121894714242721,1.21022528137878
156,2013-01,0.276477467569717,0.303885637447622,0.585946927357051,1.05153227785579
157,2013-02,0.988962312745645,0.144599142470689,0.429426366005048,0.570389599455711
158,2013-03,1.31207973648342,0.0443582146815367,0.381616883195467,0.332590263838975
159,2013-04,-0.47915409212428,0.0382863808450198,0.143035424474172,0.557010653148027
160,2013-05,-0.448633002993144,0.195773179243742,0.150075003270025,0.449755974449018
161,2013-06,3.13097882497726,-0.158198038404795,-0.0276927367090514,0.249378535357804
162,2013-07,0.50344608243633,0.234026899154973,0.238858548912319,0.39897612448675
163,2013-08,0.0645361000597027,-0.449821721607025,0.060600464314466,0.30678177148788
164,2013-09,-0.066492701884852,-0.364180823370602,0.156460492821122,0.159681442550827
165,2013-10,0.675340548059625,-0.255659066345095,-0.236448242693769,-0.335372044392678
166,2013-11,-0.370597468186798,-0.151625907392273,-0.431112146457396,-0.325605588859416
167,2013-12,1.83454811409466,-0.0619528770610167,-0.319818698686393,-0.606577367919548
168,2014-01,1.56465917498845,-0.289132327483505,-0.508389557729885,-0.49134917758312
169,2014-02,-0.294790664260152,-0.376349058162543,-0.420165642550617,-0.614803615922455
170,2014-03,-0.355627007540122,-0.524814733424515,-0.590840278635374,-0.588201141049369
171,2014-04,-0.0816729497173825,-0.457874875089176,-0.528670012365982,-0.66914442869948
172,2014-05,0.0806456625375258,-0.580055933647372,-0.418308138129836,-0.502636022724387
173,2014-06,0.662575542300414,-0.144122671142678,-0.280907431865347,-0.472210774962054
174,2014-07,-0.101143876764218,-0.473528706298017,-0.464091997844151,-0.571627385691702
175,2014-08,0.106650630300814,0.228583416809994,-0.395905620019948,-0.523706876527427
176,2014-09,0.100370107986785,-0.0348171218887501,-0.25596489049329,-0.29200057580249
177,2014-10,-0.771545297971606,-0.0825495468422504,-0.250493627943096,-0.1254698555368
178,2014-11,-0.351611094573577,-0.146638386564698,-0.11405591309849,-0.231563413088198
179,2014-12,-0.842355137182974,-0.0205029748121219,0.0620652272073479,0.159168844615604
180,2015-01,-0.454783786426471,-0.259987911251749,0.0815834422860577,-0.0567183231464765
181,2015-02,-0.602048747358889,-0.012426860892929,0.0574075745494631,0.163331778232703
182,2015-03,-0.214565803551234,0.416912352426106,0.256162219171182,0.033153092473704
183,2015-04,-0.277170367664327,0.239044416886207,0.17326371672083,0.0467147952083391
184,2015-05,0.420296323563245,0.819720110735736,-0.0243253699960632,0.188297492500203
185,2015-06,-0.616270254623932,0.0914129506882551,0.192125397165065,0.287637206734908
186,2015-07,0.0186642222174849,0.453288427952278,0.290792653582525,0.211531130114022
187,2015-08,0.755616786051939,0.339734769654134,0.131362955571516,0.208395687786282
188,2015-09,-0.251540645235823,0.237920099075152,0.0583919432205213,-0.0210206100430895
189,2015-10,0.399470246198331,-0.22766301059706,-0.0162211871550697,0.115794688200631
190,2015-11,-0.0108764392982585,0.0673411300903823,0.160690216642356,0.365758302231041
191,2015-12,1.81431764722387,-0.000751038504967161,-0.0742071053774672,-0.0788882856366142
192,2016-01,-0.654879309059012,0.383948978819706,-0.0465540380986272,0.00404585145857217
193,2016-02,0.888056310467911,0.603032393029225,-0.0583835233191056,0.246135704480181
194,2016-03,0.0547118492697294,-0.240089265747143,-0.0785440094251484,0.089183912920046
195,2016-04,1.0739470715325,-0.265695535038328,0.027500503207277,0.427405455477976
196,2016-05,-0.541473616033346,-0.301323301389322,-0.0567084477016263,0.000817368090369808
197,2016-06,-0.0651934599702276,0.0915278664180501,-0.196339281845653,0.0544096684386985
198,2016-07,-0.568223845824998,-0.137127979346971,-0.1113046752643,0.119828181565081
199,2016-08,-0.526757375488551,-0.152255682358315,0.108294410924589,0.0774227690353693
200,2016-09,0.808958453017957,0.0133292167928658,0.0494188365781336,0.0854014692775813
201,2016-10,0.968457208703883,0.164135018601308,0.205165745455254,0.257898474520078
202,2016-11,1.86107428526438,0.561912116609401,0.3029820248746,0.0124427573575991
203,2016-12,0.169110542145367,0.470888610373739,0.448876117969838,0.0286290454318217
